NAME,,B25040_004E,B25040_001E,Electric Ratio,B25040_001M,B25040_002E,B25040_002M,B25040_003E,B25040_003M,B25040_004M,B25040_005E,B25040_005M,B25040_006E,B25040_006M,B25040_007E,B25040_007M,B25040_008E,B25040_008M,B25040_009E,B25040_009M,B25040_010E,B25040_010M,,,,
Geographic,Area,Estimate!!Total!!Electricity,Estimate!!Total,,Margin of Error!!Total,Estimate!!Total!!Utility gas,Margin of Error!!Total!!Utility gas,"Estimate!!Total!!Bottled, tank, or LP gas","Margin of Error!!Total!!Bottled, tank, or LP gas",Margin of Error!!Total!!Electricity,"Estimate!!Total!!Fuel oil, kerosene, etc.","Margin of Error!!Total!!Fuel oil, kerosene, etc.",Estimate!!Total!!Coal or coke,Margin of Error!!Total!!Coal or coke,Estimate!!Total!!Wood,Margin of Error!!Total!!Wood,Estimate!!Total!!Solar energy,Margin of Error!!Total!!Solar energy,Estimate!!Total!!Other fuel,Margin of Error!!Total!!Other fuel,Estimate!!Total!!No fuel used,Margin of Error!!Total!!No fuel used,Name,,,
Cerro,Gordo,33,513,0.064327485,68,478,65,0,119,21,0,119,0,119,0,119,0,119,2,6,0,119,"village,",Illinois,,
Chadwick,"village,",29,207,0.140096618,54,178,42,0,119,37,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Champaign,"city,",10282,30712,0.334787705,919,19859,766,368,108,634,31,30,0,119,19,22,0,119,112,67,41,24,Illinois,,,
Chandlerville,"village,",23,217,0.105990783,61,187,50,4,5,23,0,119,0,119,3,4,0,119,0,119,0,119,Illinois,,,
Channahon,"village,",177,3855,0.045914397,201,3655,209,0,119,77,23,30,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Channel,Lake,0,762,0,110,753,112,0,119,119,0,119,0,119,9,15,0,119,0,119,0,119,"CDP,",Illinois,,
Chapin,"village,",25,228,0.109649123,34,190,35,4,5,14,0,119,0,119,9,9,0,119,0,119,0,119,Illinois,,,
Charleston,"city,",3419,7567,0.451830316,888,3952,409,116,65,631,0,119,8,14,21,34,0,119,12,19,39,43,Illinois,,,
Chatham,"village,",388,3990,0.097243108,158,3523,180,66,41,114,13,22,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Chatsworth,"town,",54,535,0.100934579,62,447,54,34,29,30,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Chebanse,"village,",57,494,0.115384615,88,434,82,3,5,30,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Chemung,"CDP,",14,114,0.122807018,74,100,73,0,119,24,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Chenoa,"city,",73,732,0.099726776,70,643,67,3,4,32,10,15,0,119,3,4,0,119,0,119,0,119,Illinois,,,
Cherry,"village,",15,194,0.077319588,49,168,46,11,15,16,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Cherry,Valley,139,1436,0.096796657,117,1284,128,0,119,53,0,119,0,119,6,11,0,119,7,11,0,119,"village,",Illinois,,
Chester,"city,",421,1561,0.269698911,194,1101,161,26,24,106,13,16,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Chesterfield,"village,",0,70,0,21,67,22,2,3,119,0,119,0,119,1,3,0,119,0,119,0,119,Illinois,,,
Chestnut,"CDP,",0,57,0,37,57,37,0,119,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Chicago,"city,",116425,1033022,0.112703311,3420,890738,3558,9653,555,2191,3188,351,277,113,238,96,155,84,5789,460,6559,595,Illinois,,,
Chicago,Heights,683,9904,0.068962036,388,9140,416,49,44,164,0,119,0,119,0,119,0,119,32,34,0,119,"city,",Illinois,,
Chicago,Ridge,733,5480,0.133759124,308,4547,317,115,76,227,0,119,0,119,0,119,0,119,55,72,30,33,"village,",Illinois,,
Chillicothe,"city,",410,2568,0.159657321,161,2128,183,0,119,122,12,18,0,119,0,119,0,119,18,27,0,119,Illinois,,,
Chrisman,"city,",58,493,0.117647059,58,427,58,4,6,25,0,119,0,119,4,6,0,119,0,119,0,119,Illinois,,,
Christopher,"city,",357,1102,0.323956443,96,745,102,0,119,92,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Cicero,"town,",740,21643,0.034191193,505,20703,508,66,37,214,25,29,0,119,0,119,0,119,48,53,61,42,Illinois,,,
Cisco,"village,",10,116,0.086206897,31,100,30,2,3,7,1,4,0,119,3,5,0,119,0,119,0,119,Illinois,,,
Cisne,"village,",46,343,0.134110787,55,282,52,15,18,25,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Cissna,Park,146,402,0.36318408,81,254,58,0,119,50,0,119,0,119,0,119,0,119,2,4,0,119,"village,",Illinois,,
Claremont,"village,",4,110,0.036363636,33,98,32,3,5,4,0,119,0,119,5,7,0,119,0,119,0,119,Illinois,,,
Clarendon,Hills,111,2938,0.037780803,191,2806,188,0,119,67,0,119,0,119,0,119,0,119,21,27,0,119,"village,",Illinois,,
Clay,City,62,400,0.155,61,319,53,17,13,30,0,119,0,119,2,4,0,119,0,119,0,119,"village,",Illinois,,
Clayton,"village,",64,252,0.253968254,49,170,43,10,9,30,0,119,0,119,8,11,0,119,0,119,0,119,Illinois,,,
Clear,Lake,0,69,0,37,67,36,2,4,119,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Cleveland,"village,",2,66,0.03030303,22,62,21,0,119,4,0,119,0,119,2,5,0,119,0,119,0,119,Illinois,,,
Clifton,"village,",98,595,0.164705882,93,490,86,7,8,41,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Clinton,"city,",593,3207,0.184908014,146,2584,189,30,28,148,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Coal,City,324,2014,0.160873883,128,1655,133,35,32,113,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Coalton,"village,",17,127,0.133858268,23,94,23,9,8,11,0,119,0,119,7,7,0,119,0,119,0,119,Illinois,,,
Coal,Valley,62,1364,0.045454545,129,1272,134,21,20,48,0,119,0,119,0,119,0,119,9,15,0,119,"village,",Illinois,,
Coatsburg,"village,",9,62,0.14516129,25,53,23,0,119,11,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Cobden,"village,",212,488,0.43442623,72,236,62,37,49,61,0,119,0,119,3,5,0,119,0,119,0,119,Illinois,,,
Coffeen,"city,",83,544,0.152573529,106,461,103,0,119,49,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Colchester,"city,",46,544,0.084558824,63,468,59,11,11,24,3,4,0,119,12,18,0,119,4,6,0,119,Illinois,,,
Coleta,"village,",8,65,0.123076923,23,14,15,39,19,7,1,4,0,119,0,119,0,119,3,5,0,119,Illinois,,,
Colfax,"village,",14,368,0.038043478,51,344,50,4,6,9,0,119,0,119,2,4,0,119,4,5,0,119,Illinois,,,
Collinsville,"city,",3005,11156,0.269361778,389,7988,368,104,72,342,0,119,0,119,41,38,0,119,9,16,9,15,Illinois,,,
Colona,"city,",133,1983,0.067070096,127,1732,157,75,64,70,0,119,0,119,25,28,18,29,0,119,0,119,Illinois,,,
Colp,"village,",19,62,0.306451613,23,42,20,0,119,11,1,2,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Columbia,"city,",1201,3692,0.325297941,185,2235,200,209,90,168,0,119,0,119,14,22,0,119,11,18,22,38,Illinois,,,
Columbus,"village,",0,39,0,20,39,20,0,119,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Como,"CDP,",41,228,0.179824561,60,173,61,0,119,30,0,119,0,119,0,119,0,119,14,22,0,119,Illinois,,,
Compton,"village,",6,108,0.055555556,25,92,22,10,13,5,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Concord,"village,",2,52,0.038461538,16,49,15,0,119,4,0,119,0,119,0,119,0,119,1,4,0,119,Illinois,,,
Congerville,"village,",9,187,0.048128342,47,166,40,12,19,8,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Cooksville,"village,",11,78,0.141025641,20,65,18,2,4,9,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Cordova,"village,",20,259,0.077220077,44,217,42,9,11,18,0,119,0,119,0,119,0,119,9,14,4,5,Illinois,,,
Cornell,"village,",7,211,0.033175355,44,199,44,5,7,7,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Cornland,"CDP,",8,44,0.181818182,38,0,119,36,38,11,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Cortland,"town,",50,1158,0.043177893,99,1105,99,0,119,38,3,8,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Coulterville,"village,",138,427,0.323185012,61,256,59,30,27,52,0,119,0,119,0,119,0,119,3,5,0,119,Illinois,,,
Country,Club,292,5736,0.050906555,266,5444,271,0,119,114,0,119,0,119,0,119,0,119,0,119,0,119,Hills,"city,",Illinois,
Countryside,"city,",454,2304,0.197048611,140,1774,164,53,55,101,0,119,0,119,0,119,0,119,8,12,15,19,Illinois,,,
Cowden,"village,",25,206,0.121359223,48,176,46,5,8,21,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Coyne,Center,9,351,0.025641026,58,342,60,0,119,14,0,119,0,119,0,119,0,119,0,119,0,119,"CDP,",Illinois,,
Crab,Orchard,132,168,0.785714286,48,19,18,10,8,47,0,119,0,119,7,10,0,119,0,119,0,119,"CDP,",Illinois,,
Crainville,"village,",348,525,0.662857143,71,172,44,2,4,62,0,119,0,119,3,6,0,119,0,119,0,119,Illinois,,,
Creal,Springs,107,245,0.436734694,47,133,35,3,4,42,0,119,0,119,2,4,0,119,0,119,0,119,"city,",Illinois,,
Crescent,City,55,213,0.258215962,59,156,49,0,119,24,2,3,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Crest,Hill,908,7654,0.118630781,246,6672,296,27,31,230,0,119,0,119,0,119,0,119,0,119,47,43,"city,",Illinois,,
Creston,"village,",19,227,0.083700441,69,208,67,0,119,18,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Crestwood,"village,",841,4498,0.186971988,459,3576,409,34,35,173,0,119,0,119,0,119,0,119,24,38,23,21,Illinois,,,
Crete,"village,",224,3507,0.063872255,212,3270,241,0,119,113,0,119,0,119,13,24,0,119,0,119,0,119,Illinois,,,
Creve,Coeur,171,2175,0.07862069,143,1979,150,25,31,68,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Crossville,"village,",30,351,0.085470085,63,307,60,4,6,20,0,119,0,119,10,15,0,119,0,119,0,119,Illinois,,,
Crystal,Lake,1606,14465,0.111026616,355,12797,355,41,43,227,0,119,0,119,0,119,0,119,21,23,0,119,"city,",Illinois,,
Crystal,Lawns,0,688,0,108,688,108,0,119,119,0,119,0,119,0,119,0,119,0,119,0,119,"CDP,",Illinois,,
Cuba,"city,",55,577,0.095320624,84,504,73,18,19,33,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Cullom,"village,",39,277,0.140794224,48,230,47,8,8,18,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Curran,"village,",0,73,0,19,66,19,7,7,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Cutler,"village,",83,176,0.471590909,55,86,33,4,7,50,2,4,0,119,1,5,0,119,0,119,0,119,Illinois,,,
Cypress,"village,",47,85,0.552941176,36,0,119,32,15,29,3,6,0,119,3,4,0,119,0,119,0,119,Illinois,,,
Dahlgren,"village,",35,217,0.161290323,46,174,40,0,119,27,0,119,0,119,0,119,0,119,8,9,0,119,Illinois,,,
Dakota,"village,",30,211,0.142180095,35,181,34,0,119,16,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Dallas,City,40,471,0.08492569,77,402,78,8,9,19,15,22,0,119,3,5,0,119,3,5,0,119,"city,",Illinois,,
Dalton,City,12,175,0.068571429,37,157,35,3,5,9,0,119,0,119,3,5,0,119,0,119,0,119,"village,",Illinois,,
Dalzell,"village,",10,276,0.036231884,35,260,34,3,4,9,0,119,0,119,3,5,0,119,0,119,0,119,Illinois,,,
Damiansville,"village,",63,176,0.357954545,32,86,29,22,17,23,0,119,0,119,3,5,0,119,0,119,2,4,Illinois,,,
Dana,"village,",2,95,0.021052632,22,91,22,0,119,4,0,119,0,119,2,4,0,119,0,119,0,119,Illinois,,,
Danforth,"village,",6,193,0.031088083,41,183,39,4,6,7,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Danvers,"village,",24,405,0.059259259,69,370,60,9,13,14,0,119,0,119,0,119,0,119,0,119,2,3,Illinois,,,
Danville,"city,",3040,13421,0.226510692,418,10219,489,60,36,384,0,119,0,119,16,18,0,119,31,27,55,56,Illinois,,,
Darien,"city,",1012,8797,0.115039218,256,7641,276,95,68,196,0,119,0,119,0,119,0,119,16,25,33,41,Illinois,,,
Darmstadt,"CDP,",0,0,#DIV/0!,119,0,119,0,119,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Davis,"village,",34,269,0.126394052,50,225,46,3,4,23,0,119,0,119,7,12,0,119,0,119,0,119,Illinois,,,
Davis,Junction,23,782,0.029411765,111,723,110,11,10,17,12,19,0,119,13,15,0,119,0,119,0,119,"village,",Illinois,,
Dawson,"village,",20,203,0.098522167,36,176,35,5,5,18,0,119,0,119,0,119,0,119,2,4,0,119,Illinois,,,
Dayton,"CDP,",19,215,0.088372093,44,185,43,11,13,22,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Decatur,"city,",6130,31762,0.192997922,625,24916,623,415,117,485,18,25,0,119,82,51,7,11,139,79,55,50,Illinois,,,
Deer,Creek,3,263,0.011406844,43,260,44,0,119,5,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Deerfield,"village,",352,6395,0.055043002,199,5976,206,59,55,96,0,119,0,119,0,119,0,119,8,11,0,119,Illinois,,,
Deer,Grove,2,25,0.08,13,23,12,0,119,4,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Deer,Park,20,1118,0.017889088,69,1094,73,0,119,19,0,119,0,119,0,119,0,119,4,7,0,119,"village,",Illinois,,
DeKalb,"city,",3908,15080,0.259151194,606,10955,497,146,71,434,0,119,0,119,9,14,0,119,17,26,45,37,Illinois,,,
De,Land,6,205,0.029268293,46,199,47,0,119,6,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Delavan,"city,",107,672,0.15922619,71,544,66,6,6,36,0,119,0,119,12,14,0,119,3,5,0,119,Illinois,,,
De,Pue,69,694,0.099423631,75,625,73,0,119,38,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
De,Soto,414,649,0.637904468,83,220,50,2,4,70,0,119,0,119,10,9,0,119,0,119,3,5,"village,",Illinois,,
Des,Plaines,2114,21917,0.096454807,396,19548,416,102,57,303,19,24,0,119,9,14,0,119,72,52,53,37,"city,",Illinois,,
Detroit,"village,",0,45,0,29,43,28,2,3,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
De,Witt,4,95,0.042105263,28,88,27,0,119,6,3,7,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Diamond,"village,",122,948,0.128691983,129,822,122,4,8,55,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Dieterich,"village,",15,223,0.067264574,43,208,40,0,119,11,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Divernon,"village,",63,503,0.125248509,65,438,62,2,4,32,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Dix,"village,",162,256,0.6328125,43,71,19,14,12,41,0,119,0,119,5,7,0,119,4,6,0,119,Illinois,,,
Dixmoor,"village,",36,1154,0.031195841,184,1107,178,11,18,33,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Dixon,"city,",967,6339,0.15254772,296,5221,282,53,38,194,0,119,0,119,12,18,0,119,44,56,42,40,Illinois,,,
Dolton,"village,",712,7829,0.090943926,418,7064,351,21,24,175,0,119,0,119,0,119,0,119,0,119,32,36,Illinois,,,
Dongola,"village,",137,334,0.410179641,80,188,52,9,10,57,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Donnellson,"village,",8,136,0.058823529,40,119,42,7,12,10,0,119,0,119,2,3,0,119,0,119,0,119,Illinois,,,
Donovan,"village,",20,152,0.131578947,31,132,31,0,119,20,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Dorchester,"village,",4,35,0.114285714,14,27,12,4,6,5,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Dover,"village,",6,49,0.12244898,18,43,17,0,119,9,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Dowell,"village,",43,130,0.330769231,41,87,35,0,119,34,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Downers,Grove,2023,18788,0.107675112,460,16378,501,148,74,262,13,20,0,119,0,119,0,119,114,67,112,73,"village,",Illinois,,
Downs,"village,",10,332,0.030120482,47,322,50,0,119,11,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Du,Bois,6,96,0.0625,31,88,31,2,3,7,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Dunfermline,"village,",9,105,0.085714286,25,96,25,0,119,8,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Dunlap,"village,",88,524,0.167938931,73,427,67,3,6,31,0,119,0,119,3,5,0,119,3,5,0,119,Illinois,,,
Dupo,"village,",297,1506,0.197211155,111,1174,145,24,28,104,0,119,0,119,11,19,0,119,0,119,0,119,Illinois,,,
Du,Quoin,779,2590,0.300772201,169,1726,158,52,33,151,8,13,0,119,25,27,0,119,0,119,0,119,"city,",Illinois,,
Durand,"village,",62,539,0.115027829,71,455,67,0,119,27,0,119,0,119,13,11,0,119,9,10,0,119,Illinois,,,
Dwight,"village,",301,1609,0.187072716,114,1287,135,6,11,84,0,119,0,119,0,119,0,119,9,14,6,11,Illinois,,,
Eagarville,"village,",0,40,0,22,26,15,12,16,119,0,119,0,119,2,4,0,119,0,119,0,119,Illinois,,,
Earlville,"city,",88,683,0.128843338,69,574,69,14,15,29,4,6,0,119,0,119,0,119,3,6,0,119,Illinois,,,
East,Alton,662,2957,0.22387555,208,2282,203,0,119,189,0,119,0,119,13,22,0,119,0,119,0,119,"village,",Illinois,,
East,Brooklyn,6,36,0.166666667,12,30,12,0,119,5,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
East,Cape,183,306,0.598039216,70,71,39,47,29,62,0,119,0,119,5,8,0,119,0,119,0,119,Girardeau,"village,",Illinois,
East,Carondelet,55,170,0.323529412,51,88,39,23,20,26,0,119,0,119,4,6,0,119,0,119,0,119,"village,",Illinois,,
East,Dubuque,132,781,0.169014085,93,556,84,48,30,60,38,42,0,119,7,10,0,119,0,119,0,119,"city,",Illinois,,
East,Dundee,46,1281,0.035909446,101,1235,106,0,119,33,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
East,Galesburg,26,325,0.08,48,299,45,0,119,14,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
East,Gillespie,5,79,0.063291139,25,74,24,0,119,6,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
East,Hazel,45,638,0.070532915,91,593,89,0,119,33,0,119,0,119,0,119,0,119,0,119,0,119,Crest,"village,",Illinois,
East,Moline,859,8542,0.100561929,328,7474,353,139,84,186,0,119,0,119,21,26,0,119,39,47,10,16,"city,",Illinois,,
Easton,"village,",8,154,0.051948052,33,138,31,6,9,7,0,119,0,119,0,119,0,119,2,3,0,119,Illinois,,,
East,Peoria,1457,9862,0.147738795,287,8296,313,94,63,178,0,119,0,119,15,23,0,119,0,119,0,119,"city,",Illinois,,
East,St.,2297,11061,0.207666576,380,8343,395,136,65,289,50,51,0,119,31,46,0,119,164,87,40,36,Louis,"city,",Illinois,
Eddyville,"village,",14,44,0.318181818,22,3,5,22,16,14,5,9,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Edgewood,"village,",4,206,0.019417476,38,198,39,2,4,4,0,119,0,119,2,4,0,119,0,119,0,119,Illinois,,,
Edinburg,"village,",38,489,0.077709611,64,444,62,7,7,18,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Edwardsville,"city,",2373,8180,0.2900978,358,5758,314,41,32,254,0,119,0,119,0,119,0,119,8,13,0,119,Illinois,,,
Effingham,"city,",1558,5308,0.293519216,220,3632,267,83,52,232,0,119,0,119,35,39,0,119,0,119,0,119,Illinois,,,
Elburn,"village,",56,1646,0.034021871,114,1590,107,0,119,29,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
El,Dara,4,38,0.105263158,20,34,20,0,119,5,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Eldorado,"city,",441,1849,0.238507301,155,1354,154,8,13,132,0,119,0,119,0,119,0,119,46,47,0,119,Illinois,,,
Eldred,"village,",5,48,0.104166667,21,35,15,5,6,8,0,119,0,119,0,119,0,119,3,8,0,119,Illinois,,,
Elgin,"city,",2754,35782,0.076966072,666,32665,689,212,98,367,11,19,0,119,43,44,0,119,50,52,47,40,Illinois,,,
Elizabeth,"village,",40,329,0.121580547,66,278,53,8,10,30,0,119,0,119,3,5,0,119,0,119,0,119,Illinois,,,
Elizabethtown,"village,",45,205,0.219512195,61,141,54,10,10,19,9,14,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Elk,Grove,1574,12852,0.122471211,323,11033,379,71,50,243,0,119,0,119,0,119,0,119,64,47,110,69,Village,"village,",Illinois,
Elkhart,"village,",21,161,0.130434783,31,127,32,11,12,12,2,3,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Elkville,"village,",169,376,0.449468085,64,203,46,0,119,49,0,119,0,119,4,7,0,119,0,119,0,119,Illinois,,,
Elliott,"village,",2,111,0.018018018,31,107,32,0,119,3,2,3,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Ellis,Grove,12,139,0.086330935,35,107,33,18,13,7,0,119,0,119,2,3,0,119,0,119,0,119,"village,",Illinois,,
Ellisville,"village,",0,40,0,18,3,6,37,19,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Ellsworth,"village,",0,75,0,18,71,18,2,3,119,2,3,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Elmhurst,"city,",1288,15610,0.082511211,327,14170,343,92,62,257,0,119,0,119,16,26,0,119,44,38,0,119,Illinois,,,
Elmwood,"city,",105,797,0.13174404,72,673,69,11,12,30,0,119,0,119,8,13,0,119,0,119,0,119,Illinois,,,
Elmwood,Park,799,9422,0.084801528,327,8532,375,61,42,204,0,119,11,17,0,119,0,119,11,17,8,14,"village,",Illinois,,
El,Paso,74,929,0.079655544,97,843,84,12,15,33,0,119,0,119,0,119,0,119,0,119,0,119,"city,",Illinois,,
Elsah,"village,",14,90,0.155555556,30,67,24,0,119,11,0,119,0,119,2,3,0,119,7,14,0,119,Illinois,,,
Elvaston,"village,",14,71,0.197183099,23,57,19,0,119,13,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Elwood,"village,",61,876,0.069634703,72,800,75,12,9,29,0,119,0,119,3,7,0,119,0,119,0,119,Illinois,,,
Emden,"village,",29,203,0.142857143,36,170,34,4,6,16,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Emington,"village,",15,51,0.294117647,21,34,21,0,119,11,2,3,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Energy,"village,",207,341,0.607038123,68,132,38,0,119,55,0,119,0,119,2,4,0,119,0,119,0,119,Illinois,,,
Enfield,"village,",81,291,0.278350515,58,187,44,18,17,35,0,119,0,119,5,6,0,119,0,119,0,119,Illinois,,,
Equality,"village,",63,299,0.210702341,53,213,53,14,12,30,3,5,0,119,6,8,0,119,0,119,0,119,Illinois,,,
Erie,"village,",190,701,0.271041369,69,483,56,22,18,48,0,119,0,119,3,5,0,119,3,4,0,119,Illinois,,,
Essex,"village,",15,192,0.078125,39,173,37,1,3,12,0,119,0,119,0,119,0,119,3,5,0,119,Illinois,,,
Eureka,"city,",326,1810,0.180110497,203,1444,202,12,19,122,14,24,0,119,14,22,0,119,0,119,0,119,Illinois,,,
Evanston,"city,",3966,29106,0.136260565,630,23808,631,361,119,356,302,110,13,20,0,119,0,119,404,102,252,96,Illinois,,,
Evansville,"village,",68,259,0.262548263,38,176,29,10,14,30,3,4,0,119,2,3,0,119,0,119,0,119,Illinois,,,
Evergreen,Park,240,7011,0.034231921,237,6675,278,58,35,106,0,119,0,119,21,33,0,119,0,119,17,25,"village,",Illinois,,
Ewing,"village,",37,123,0.300813008,23,78,25,6,5,13,0,119,0,119,2,3,0,119,0,119,0,119,Illinois,,,
Exeter,"village,",0,36,0,18,34,19,0,119,119,0,119,0,119,2,3,0,119,0,119,0,119,Illinois,,,
Fairbury,"city,",209,1573,0.132867133,175,1341,167,8,14,98,0,119,0,119,15,24,0,119,0,119,0,119,Illinois,,,
Fairfield,"city,",610,2611,0.233626963,138,1892,151,71,42,136,10,14,0,119,0,119,11,18,17,15,0,119,Illinois,,,
Fairmont,"CDP,",71,728,0.097527473,106,635,119,0,119,56,0,119,0,119,22,34,0,119,0,119,0,119,Illinois,,,
Fairmont,City,118,806,0.146401985,90,655,99,27,21,54,6,9,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Fairmount,"village,",19,240,0.079166667,37,216,36,0,119,12,0,119,0,119,5,10,0,119,0,119,0,119,Illinois,,,
Fairview,"village,",14,165,0.084848485,31,148,30,3,6,9,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Fairview,Heights,2109,6622,0.318483842,274,4377,325,108,65,291,24,28,0,119,4,9,0,119,0,119,0,119,"city,",Illinois,,
Farina,"village,",26,236,0.110169492,53,184,49,18,24,18,3,4,0,119,5,8,0,119,0,119,0,119,Illinois,,,
Farmer,City,32,720,0.044444444,95,677,92,6,9,24,0,119,0,119,0,119,0,119,5,8,0,119,"city,",Illinois,,
Farmersville,"village,",124,386,0.321243523,50,242,45,17,12,30,3,5,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Farmington,"city,",109,993,0.109768379,109,878,106,0,119,43,0,119,0,119,6,9,0,119,0,119,0,119,Illinois,,,
Fayetteville,"village,",53,136,0.389705882,34,72,27,9,10,21,0,119,0,119,2,3,0,119,0,119,0,119,Illinois,,,
Ferris,"village,",7,64,0.109375,24,54,25,3,4,7,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Fidelity,"village,",4,23,0.173913043,19,19,18,0,119,6,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Fieldon,"village,",44,97,0.453608247,31,0,119,51,25,25,2,3,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Fillmore,"village,",20,165,0.121212121,33,133,33,7,10,14,0,119,0,119,5,7,0,119,0,119,0,119,Illinois,,,
Findlay,"village,",46,426,0.107981221,81,364,80,6,8,26,0,119,0,119,4,6,0,119,0,119,6,10,Illinois,,,
Fisher,"village,",66,753,0.087649402,66,657,72,30,32,30,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Fithian,"village,",7,179,0.039106145,45,160,44,0,119,8,8,13,0,119,0,119,0,119,4,7,0,119,Illinois,,,
Flanagan,"village,",64,437,0.146453089,45,369,42,0,119,19,0,119,0,119,0,119,0,119,4,5,0,119,Illinois,,,
Flat,Rock,11,167,0.065868263,35,156,35,0,119,12,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Flora,"city,",254,2067,0.122883406,174,1617,185,179,89,95,0,119,0,119,0,119,0,119,0,119,17,28,Illinois,,,
Floraville,"CDP,",0,0,#DIV/0!,119,0,119,0,119,119,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
