GEO_ID,S1903_C02_001E,S1903_C01_001E,S1903_C01_001M,S1903_C01_002E,S1903_C01_002M,S1903_C01_003E,S1903_C01_003M,S1903_C01_004E,S1903_C01_004M,S1903_C01_005E,S1903_C01_005M,S1903_C01_006E,S1903_C01_006M,S1903_C01_007E,S1903_C01_007M,S1903_C01_008E,S1903_C01_008M,S1903_C01_009E,S1903_C01_009M,S1903_C01_010E,S1903_C01_010M,S1903_C01_012E,S1903_C01_012M,S1903_C01_013E,S1903_C01_013M,S1903_C01_014E,S1903_C01_014M,S1903_C01_015E,S1903_C01_015M,S1903_C01_016E,S1903_C01_016M,S1903_C01_017E,S1903_C01_017M,S1903_C01_018E,S1903_C01_018M,S1903_C01_019E,S1903_C01_019M,S1903_C01_020E,S1903_C01_020M,S1903_C01_021E,S1903_C01_021M,S1903_C01_022E,S1903_C01_022M,S1903_C01_023E,S1903_C01_023M,S1903_C01_024E,S1903_C01_024M,S1903_C01_025E,S1903_C01_025M,S1903_C01_026E,S1903_C01_026M,S1903_C01_027E,S1903_C01_027M,S1903_C01_028E,S1903_C01_028M,S1903_C01_029E,S1903_C01_029M,S1903_C01_030E,S1903_C01_030M,S1903_C01_031E,S1903_C01_031M,S1903_C02_001M,S1903_C02_002E,S1903_C02_002M,S1903_C02_003E,S1903_C02_003M,S1903_C02_004E,S1903_C02_004M,S1903_C02_005E,S1903_C02_005M,S1903_C02_006E,S1903_C02_006M,S1903_C02_007E,S1903_C02_007M,S1903_C02_008E,S1903_C02_008M,S1903_C02_009E,S1903_C02_009M,S1903_C02_010E,S1903_C02_010M,S1903_C02_012E,S1903_C02_012M,S1903_C02_013E,S1903_C02_013M,S1903_C02_014E,S1903_C02_014M,S1903_C02_015E,S1903_C02_015M,S1903_C02_016E,S1903_C02_016M,S1903_C02_017E,S1903_C02_017M,S1903_C02_018E,S1903_C02_018M,S1903_C02_019E,S1903_C02_019M,S1903_C02_020E,S1903_C02_020M,S1903_C02_021E,S1903_C02_021M,S1903_C02_022E,S1903_C02_022M,S1903_C02_023E,S1903_C02_023M,S1903_C02_024E,S1903_C02_024M,S1903_C02_025E,S1903_C02_025M,S1903_C02_026E,S1903_C02_026M,S1903_C02_027E,S1903_C02_027M,S1903_C02_028E,S1903_C02_028M,S1903_C02_029E,S1903_C02_029M,S1903_C02_030E,S1903_C02_030M,S1903_C02_031E,S1903_C02_031M,NAME
1600000US1762211,14583,100,33,34,16.2,66,16.2,0,27.2,0,27.2,0,27.2,0,27.2,0,27.2,0,27.2,34,16.2,0,27.2,15,16.1,46,18.2,39,17.5,46,27,28.3,26.8,71.7,26.8,60.9,31,26.1,27.5,13,19,54,25,75.9,25.2,75.9,25.2,0,40.4,24.1,25.2,24.1,25.2,0,40.4,42,(X),63,(X),24.1,(X),2743,20500,30809,13438,2271,-,**,-,**,-,**,-,**,-,**,-,**,20500,30809,-,**,-,**,16667,25512,15469,3554,50500,48087,14821,235510,50750,38738,50500,67368,14643,79568,68125,46742,11818,2906,13472,4073,13472,4073,-,**,10694,2041,10694,2041,-,**,(X),(X),(X),(X),(X),(X),"Pulaski village, Illinois"
1600000US1762367,39024,16938,371,93.4,0.8,3.9,0.6,0.1,0.1,0.8,0.2,0,0.2,0.5,0.3,1.2,0.5,1,0.4,93.1,0.7,6.8,1.1,30.4,1.5,34.5,1.5,28.3,1.4,10150,343,45.6,2.5,54.4,2.5,72.1,2.6,19.9,2.5,7.9,1.6,6788,384,58.7,3.3,51.2,3,7.5,2.3,41.3,3.3,33.7,3.1,7.6,2.3,28.9,(X),27.4,(X),28.7,(X),2290,40101,1916,23875,11743,30114,11797,40800,53788,-,**,46900,31798,24605,8880,45400,10432,39954,1986,22565,3211,44400,3326,51552,3010,27914,2850,51439,2558,52295,5797,51191,2547,63356,3835,23125,4711,32378,8047,23711,1031,21374,2210,19745,2111,33920,24380,30335,3586,26951,4851,46167,10767,(X),(X),(X),(X),(X),(X),"Quincy city, Illinois"
1600000US1762523,31250,89,20,100,29.7,0,29.7,0,29.7,0,29.7,0,29.7,0,29.7,0,29.7,0,29.7,100,29.7,0,29.7,21.3,13,42.7,15,36,13.9,67,18,40.3,17.7,59.7,17.7,79.1,16.3,10.4,12,10.4,13.3,22,11,81.8,22.8,81.8,22.8,0,63.2,18.2,22.8,18.2,22.8,0,63.2,27,(X),16.4,(X),59.1,(X),19173,31250,19173,-,**,-,**,-,**,-,**,-,**,-,**,-,**,31250,19173,-,**,44375,29261,41250,36331,16563,9379,45313,33385,57083,22177,26875,9386,57083,20915,21875,8040,24250,23259,15625,2589,15625,2285,15625,2285,-,**,26250,49394,26250,49394,-,**,(X),(X),(X),(X),(X),(X),"Radom village, Illinois"
1600000US1762588,39539,125,32,88,16,0,22.6,12,16,0,22.6,0,22.6,0,22.6,0,22.6,0.8,2.4,87.2,15.7,3.2,6.8,43.2,16.2,40.8,17.5,12.8,10,90,30,47.8,21.5,52.2,21.5,87.8,12.5,8.9,11,3.3,6,35,18,60,23.3,54.3,25.1,5.7,9.3,40,23.3,20,18.4,20,20.1,24,(X),23.3,(X),25.7,(X),5055,43000,11745,-,**,-,**,-,**,-,**,-,**,-,**,-,**,42750,12364,-,**,48750,11834,38917,9062,32500,15720,40000,11713,52917,29798,39417,8835,46250,14581,31000,14251,-,**,23750,9630,19375,8705,18125,10746,-,**,43333,24654,26875,11038,44583,86118,(X),(X),(X),(X),(X),(X),"Raleigh village, Illinois"
1600000US1762627,22408,403,65,100,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,100,7.7,4.7,3.9,29.8,8.3,36.7,10.6,28.8,9.7,227,55,45.8,14.5,54.2,14.5,71.4,11.7,18.9,9.2,9.7,8.6,176,52,65.3,16.4,64.2,16.6,1.1,2.5,34.7,16.4,33.5,15.7,1.1,1.8,19.4,(X),28.2,(X),8,(X),6804,22408,6804,-,**,-,**,-,**,-,**,-,**,-,**,-,**,22408,6804,8438,19541,34167,22493,26875,17929,20278,2649,43125,11840,38571,23516,60089,20468,53167,9710,25568,14697,"2,500-",***,18846,2694,16875,7144,17583,8586,-,**,20438,2410,20313,2426,-,**,(X),(X),(X),(X),(X),(X),"Ramsey village, Illinois"
1600000US1762744,25417,258,46,96.5,5.4,0,11.8,0,11.8,0,11.8,0,11.8,0,11.8,3.5,5.4,0,11.8,96.5,5.4,3.1,2.8,28.7,10.7,38,11.9,30.2,8.9,150,36,40,13.8,60,13.8,55.3,14.9,22,12.1,22.7,14.3,108,42,30.6,16.1,30.6,16.1,0,25.5,69.4,16.1,62,16.2,7.4,6.3,25.2,(X),20.7,(X),21.3,(X),10331,23250,10046,-,**,-,**,-,**,-,**,-,**,-,**,-,**,23250,10046,48333,8754,49722,8504,20341,2095,19167,6495,30469,4687,27273,5932,31719,10331,43750,7989,20893,8823,27222,8014,17500,4837,17813,2098,17813,2098,-,**,14063,12461,12321,8411,63750,32047,(X),(X),(X),(X),(X),(X),"Rankin village, Illinois"
1600000US1762757,48333,138,26,99.3,1.7,0,20.8,0.7,1.7,0,20.8,0,20.8,0,20.8,0,20.8,0,20.8,99.3,1.7,3.6,4.3,37,11,24.6,12.1,34.8,12.3,100,23,40,13.5,60,13.5,77,10.7,11,8.2,12,8.2,38,14,47.4,23.8,47.4,23.8,0,48.1,52.6,23.8,39.5,26.2,13.2,11.7,18.8,(X),11,(X),31.6,(X),10078,48125,10135,-,**,-,**,-,**,-,**,-,**,-,**,-,**,48125,10135,60417,34778,48125,18069,82500,47756,18500,19343,57500,11406,53750,42462,58750,8293,68750,13541,18250,7289,26667,16390,18036,4494,11875,3502,11875,3502,-,**,19444,26653,19583,22000,12083,81291,(X),(X),(X),(X),(X),(X),"Ransom village, Illinois"
1600000US1762783,35700,5390,228,73.7,3.4,20.7,2.8,0.4,0.4,1.1,0.7,0,0.6,2.1,1.6,2.1,1.3,5.2,2.1,71.5,3.7,5.8,2.4,35.5,3.6,36.5,3.6,22.2,2.3,3196,195,47.9,5.2,52.1,5.2,67.9,5.4,27.1,5.3,4.9,2.9,2194,303,57.9,7.4,53.1,7.2,4.9,2.8,42.1,7.4,31.4,8,10.6,5.3,24.2,(X),20.7,(X),29,(X),5566,39136,4731,26129,6068,-,**,62969,19033,-,**,60863,56054,50333,9377,41786,33408,39861,4525,23750,9400,41099,4790,38939,6743,27765,7212,49873,7523,40254,5586,58864,6865,64734,5846,21818,2750,35259,17615,25341,4323,20587,5360,18100,4869,35938,19766,30397,3712,28784,5397,51488,20179,(X),(X),(X),(X),(X),(X),"Rantoul village, Illinois"
1600000US1762822,75278,332,60,100,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0,9.3,100,9.3,2.1,2.2,34.9,12.6,50.9,12.2,12,7,249,55,39.4,12.8,60.6,12.8,88,9.6,12,9.6,0,12.2,83,43,50.6,28.4,37.3,28.3,13.3,20.6,49.4,28.4,25.3,22.7,24.1,23.3,27.4,(X),27.7,(X),26.5,(X),30830,75278,30830,-,**,-,**,-,**,-,**,-,**,-,**,-,**,75278,30830,85313,52399,90833,21434,60625,28566,34318,12130,76250,32498,64615,66576,76806,34807,90179,24516,50667,23532,-,**,56042,58995,27083,74294,25938,31559,-,**,84583,75568,35625,36951,-,**,(X),(X),(X),(X),(X),(X),"Rapids City village, Illinois"
1600000US1762848,55417,51,21,100,41.5,0,41.5,0,41.5,0,41.5,0,41.5,0,41.5,0,41.5,0,41.5,100,41.5,9.8,15.5,15.7,18.2,52.9,23.5,21.6,15.2,26,15,34.6,31.3,65.4,31.3,92.3,17,0,58.2,7.7,17,25,18,36,27.1,28,27.7,8,16.1,64,27.1,24,25.6,40,34.9,41.2,(X),30.8,(X),52,(X),19847,55417,19847,-,**,-,**,-,**,-,**,-,**,-,**,-,**,55417,19847,-,**,85500,43622,29375,45642,37083,30939,58750,13946,60625,11854,56250,43819,60417,10670,-,**,-,**,28125,58243,9750,24463,25313,29949,-,**,68500,57940,21250,21162,77500,24416,(X),(X),(X),(X),(X),(X),"Raritan village, Illinois"
1600000US1762965,37500,424,59,100,7.4,0,7.4,0,7.4,0,7.4,0,7.4,0,7.4,0,7.4,0.7,0.9,99.3,0.9,4.2,3.8,36.1,8,33.3,9,26.4,7.2,278,50,49.6,10.3,50.4,10.3,85.3,7.7,10.4,6.3,4.3,4,146,52,37,16.2,37,16.2,0,19.8,63,16.2,50,17,13,13.4,21.2,(X),14,(X),34.9,(X),5869,37500,5869,-,**,-,**,-,**,-,**,-,**,-,**,65625,16351,37188,5708,19107,10840,42917,18643,45417,18436,32667,3334,56875,16144,58750,45364,56364,13577,66042,21343,30313,31036,38750,6674,19167,5458,33125,10565,33125,10565,-,**,18561,3497,19050,4578,9659,16851,(X),(X),(X),(X),(X),(X),"Raymond village, Illinois"
1600000US1763043,46782,1579,93,100,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,100,2,5.1,2.8,29.6,4.8,34.1,4.7,31.2,4.7,1112,88,50.9,7.2,49.1,7.2,77.5,7.5,17.8,6.3,4.7,3.6,467,117,67.5,11.4,67.5,11.4,0,6.7,32.5,11.4,23.8,9.8,8.8,8.9,26.9,(X),23.1,(X),35.8,(X),5749,46782,5749,-,**,-,**,-,**,-,**,-,**,-,**,-,**,46782,5749,31250,17701,54701,15493,54870,11269,29318,7110,54853,9242,68984,21323,52386,10250,64773,8486,21136,13473,42250,77603,26250,11658,21118,4567,21118,4567,-,**,46563,15000,39125,19339,53102,10815,(X),(X),(X),(X),(X),(X),"Red Bud city, Illinois"
1600000US1763056,45417,115,33,100,24.3,0,24.3,0,24.3,0,24.3,0,24.3,0,24.3,0,24.3,0,24.3,100,24.3,5.2,8.2,18.3,14.6,42.6,16.8,33.9,17.1,77,32,50.6,20.1,49.4,20.1,84.4,19,15.6,19,0,32.9,38,21,52.6,28.1,52.6,28.1,0,48.1,47.4,28.1,47.4,28.1,0,48.1,23.5,(X),13,(X),44.7,(X),35078,45417,35078,-,**,-,**,-,**,-,**,-,**,-,**,-,**,45417,35078,-,**,85729,43865,80536,28709,21458,13703,72083,27937,86250,30590,61250,35025,81964,18450,19000,6303,-,**,25000,11120,21250,17932,21250,17932,-,**,28333,11077,28333,11077,-,**,(X),(X),(X),(X),(X),(X),"Reddick village, Illinois"
1600000US1763069,38523,89,28,100,29.7,0,29.7,0,29.7,0,29.7,0,29.7,0,29.7,0,29.7,0,29.7,100,29.7,2.2,3.3,19.1,13.9,22.5,16.6,56.2,15.6,38,19,39.5,26.2,60.5,26.2,81.6,18.7,18.4,18.7,0,48.1,51,22,51,25.6,47.1,25.6,3.9,5.7,49,25.6,37.3,23.5,11.8,15.4,13.5,(X),18.4,(X),9.8,(X),11696,38523,11696,-,**,-,**,-,**,-,**,-,**,-,**,-,**,38523,11696,-,**,43542,21396,55000,23566,19583,28483,47083,16638,42708,21290,54375,10924,53542,10346,"2,500-",***,-,**,19896,17647,31667,21395,35000,30512,-,**,18958,9797,17708,10769,-,**,(X),(X),(X),(X),(X),(X),"Redmon village, Illinois"
1600000US1763355,-,0,119,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,119,-,**,-,**,-,**,-,**,-,**,0,119,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),-,(X),-,(X),**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),"Rentchler CDP, Illinois"
1600000US1763420,43750,213,48,100,14.1,0,14.1,0,14.1,0,14.1,0,14.1,0,14.1,0,14.1,0,14.1,100,14.1,2.8,3.6,34.7,12.8,39.9,14.4,22.5,10.9,144,40,55.6,15.4,44.4,15.4,86.8,11.8,11.1,11.3,2.1,3.4,69,30,46.4,23.6,40.6,22.2,5.8,8.3,53.6,23.6,50.7,23.9,2.9,6.4,20.7,(X),18.8,(X),24.6,(X),6285,43750,6285,-,**,-,**,-,**,-,**,-,**,-,**,-,**,43750,6285,24375,66935,41136,10677,80795,12446,38750,16642,48571,23504,42273,5373,82083,33323,52083,36559,15000,4405,-,**,39688,17222,38125,33427,24583,23647,-,**,40781,19305,40469,19501,-,**,(X),(X),(X),(X),(X),(X),"Reynolds village, Illinois"
1600000US1763641,61250,887,133,100,3.6,0,3.6,0,3.6,0,3.6,0,3.6,0,3.6,0,3.6,2.1,3.1,97.9,3.1,6.9,4,36.4,8.6,42.4,8.3,14.3,4.2,461,85,47.7,11.2,52.3,11.2,74.4,10.1,17.4,8.8,8.2,6.1,426,98,35.9,11.3,27.2,9.2,8.7,5.8,64.1,11.3,54.2,12.3,9.9,6.8,19.7,(X),22.3,(X),14.3,(X),11183,61250,11183,-,**,-,**,-,**,-,**,-,**,-,**,-,**,60431,12005,42292,19329,56417,21243,86250,13884,23977,7919,79135,17359,80278,23498,78625,23695,91708,12467,31875,26517,64167,26413,38750,7992,30156,12765,21071,10199,41875,13651,46055,12609,37917,15636,96111,51936,(X),(X),(X),(X),(X),(X),"Richmond village, Illinois"
1600000US1763706,54676,5082,288,18,3.1,77.2,3.4,0.2,0.4,2.9,2,0,0.6,1,1.2,0.6,0.7,4.1,2.2,16.3,2.8,1.3,1.2,44.3,4.6,39.6,4.8,14.8,3.5,3140,208,58.5,5.5,41.5,5.5,65.7,6.6,29.7,6.6,4.6,3.2,1942,308,67.4,9.8,61.6,9.4,5.8,3.5,32.6,9.8,29.1,10.2,3.5,3.4,34,(X),36.9,(X),26.9,(X),9220,42824,16416,58113,10357,-,**,45139,57221,-,**,73345,65801,47171,65355,91111,56200,36101,14258,32138,10971,61574,14769,61758,15377,34732,15739,74419,9353,68265,23590,81779,9802,81401,4302,48413,5844,47563,24392,35658,6355,28094,7736,26396,4598,100208,64809,37419,10336,36632,6311,131538,68002,(X),(X),(X),(X),(X),(X),"Richton Park village, Illinois"
1600000US1763719,29125,135,23,100,21.2,0,21.2,0,21.2,0,21.2,0,21.2,0,21.2,0,21.2,0,21.2,100,21.2,16.3,8.8,25.2,12.6,43,11.4,15.6,8,84,19,45.2,15.1,54.8,15.1,67.9,14,26.2,15,6,7.7,51,20,27.5,16.4,23.5,15.7,3.9,5.7,72.5,16.4,56.9,21.9,15.7,20.3,29.6,(X),36.9,(X),17.6,(X),12008,29125,12008,-,**,-,**,-,**,-,**,-,**,-,**,-,**,29125,12008,22500,2468,39167,15995,27917,4241,77917,34827,41500,10000,29167,14446,63750,3860,42250,30212,45500,23580,15625,25779,22750,2108,33750,23289,28750,17208,-,**,22361,5053,21250,7789,-,**,(X),(X),(X),(X),(X),(X),"Richview village, Illinois"
1600000US1763862,36705,393,64,98.5,2.2,0.5,1.5,0,7.9,0,7.9,0,7.9,0,7.9,1,1.6,0.5,1.5,98.5,2.2,10.9,5.6,33.6,8.5,29.5,7.7,26,7.5,247,49,42.1,9.9,57.9,9.9,78.5,10.2,18.6,9.8,2.8,3.3,146,43,59.6,16,47.9,16.7,11.6,14.3,40.4,16,34.9,14.7,5.5,8.7,22.4,(X),23.9,(X),11.6,(X),7693,36477,7621,-,**,-,**,-,**,-,**,-,**,-,**,-,**,36477,7621,28472,23378,55556,15811,41250,7381,26563,1705,44338,6842,35833,20957,44632,9559,53929,9399,14583,5135,22188,16669,26207,2494,26442,13523,21667,14708,95982,42724,26016,1895,25391,6884,-,**,(X),(X),(X),(X),(X),(X),"Ridge Farm village, Illinois"
1600000US1764018,30721,379,57,100,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,8.2,100,8.2,1.1,1.6,28,9,32.7,8,38.3,9.4,206,45,35.4,12.1,64.6,12.1,77.2,10.4,20.4,10.1,2.4,3.2,173,49,53.2,12.9,42.2,12,11,10.2,46.8,12.9,42.2,14,4.6,5.1,28.5,(X),31.6,(X),24.9,(X),4311,30721,4311,-,**,-,**,-,**,-,**,-,**,-,**,-,**,30721,4311,-,**,30714,16687,51250,22498,21938,5251,47813,17845,61458,41596,40179,10549,60089,13548,31429,8890,82917,119441,17083,8249,16071,8023,17321,8989,14327,50693,20481,10785,15625,12235,28750,20419,(X),(X),(X),(X),(X),(X),"Ridgway village, Illinois"
1600000US1764044,37656,41,21,100,46.3,0,46.3,0,46.3,0,46.3,0,46.3,0,46.3,0,46.3,4.9,7.9,95.1,7.9,7.3,11.8,22,17.1,31.7,28.1,39,22.4,32,22,34.4,23.6,65.6,23.6,90.6,14.2,9.4,14.2,0,52.4,9,7,33.3,46.1,22.2,38.5,11.1,36.7,66.7,46.1,22.2,39,44.4,44.8,7.3,(X),3.1,(X),22.2,(X),3915,37656,3915,-,**,-,**,-,**,-,**,-,**,-,**,-,**,37969,3289,-,**,36875,8042,38125,28501,38750,24258,37917,7645,22188,21142,51250,21046,38542,12974,21875,29071,-,**,25625,15409,19375,32494,-,**,-,**,26250,24923,-,**,36250,58114,(X),(X),(X),(X),(X),(X),"Ridott village, Illinois"
1600000US1764135,90250,292,48,99,1.8,0,10.5,0,10.5,1,1.8,0,10.5,0,10.5,0,10.5,0.7,1.5,98.3,2.3,0,10.5,36.6,11.6,53.4,10.5,9.9,6.3,244,48,48.4,13.1,51.6,13.1,82.8,10.5,13.5,8.5,3.7,5.8,48,22,37.5,22.2,37.5,22.2,0,42.8,62.5,22.2,50,29,12.5,17.2,14,(X),14.3,(X),12.5,(X),11105,90438,10695,-,**,-,**,-,**,-,**,-,**,-,**,-,**,90313,10522,-,**,90074,17724,99167,25641,70313,23212,91389,22305,90000,30974,94167,53087,106875,19248,20875,27602,-,**,75625,34580,66667,24676,66667,24676,-,**,91364,40997,92045,88298,53125,8903,(X),(X),(X),(X),(X),(X),"Ringwood village, Illinois"
1600000US1764148,58750,98,24,100,27.6,0,27.6,0,27.6,0,27.6,0,27.6,0,27.6,0,27.6,0,27.6,100,27.6,3.1,4.5,30.6,17.1,32.7,14.2,33.7,15.2,81,24,38.3,19.4,61.7,19.4,74.1,20.3,3.7,5,22.2,19.7,17,10,35.3,31.7,35.3,31.7,0,71.9,64.7,31.7,64.7,31.7,0,71.9,10.2,(X),6.2,(X),29.4,(X),7738,58750,7738,-,**,-,**,-,**,-,**,-,**,-,**,-,**,58750,7738,-,**,58594,1077,74167,2990,35938,14254,60417,13160,53750,9339,71250,16500,72500,9098,39375,24076,51944,9836,22083,22996,15000,19110,15000,19110,-,**,42917,15164,42917,15164,-,**,(X),(X),(X),(X),(X),(X),"Rio village, Illinois"
1600000US1764174,18611,36,16,100,49.4,0,49.4,0,49.4,0,49.4,0,49.4,0,49.4,0,49.4,0,49.4,100,49.4,0,49.4,38.9,31.8,27.8,24.7,33.3,24.2,16,12,50,45.4,50,45.4,100,74.1,0,74.1,0,74.1,20,12,20,28.6,20,28.6,0,66.3,80,28.6,80,28.6,0,66.3,38.9,(X),56.3,(X),25,(X),4404,18611,4404,-,**,-,**,-,**,-,**,-,**,-,**,-,**,18611,4404,-,**,31250,17828,18125,5283,10500,4141,19722,16634,19500,46952,20000,16825,19722,16634,-,**,-,**,11500,13716,10000,2218,10000,2218,-,**,13750,22095,13750,22095,-,**,(X),(X),(X),(X),(X),(X),"Ripley village, Illinois"
1600000US1764278,42690,4630,234,7.8,2,91.6,2,0.2,0.4,0,0.7,0,0.7,0,0.7,0.5,0.5,0.9,0.9,6.9,1.9,3.5,1.9,42.4,4.5,43.6,4.5,10.6,1.9,3463,184,50.6,5.5,49.4,5.5,37.7,5.2,56,5.6,6.2,2.5,1167,240,49.8,8.5,40.7,7.9,9.1,5.4,50.2,8.5,49.4,8.5,0.8,0.9,46.3,(X),48.3,(X),35.7,(X),5363,35156,16210,43061,5806,-,**,-,**,-,**,-,**,55750,26753,22174,65262,36094,15724,13077,13831,37468,7858,51004,7003,42713,7697,47642,7475,37345,4362,54773,12754,68608,8497,31960,8683,57083,18545,27279,6340,21660,5058,20313,2732,58854,25317,29583,12487,29514,12304,123125,116144,(X),(X),(X),(X),(X),(X),"Riverdale village, Illinois"
1600000US1764304,116528,3893,190,87.4,3.6,5.6,2.5,0,0.8,5.9,2.6,0,0.8,0.3,0.4,0.7,0.9,1.8,1.1,85.7,3.6,2.1,1.6,21.4,3,50.4,3.2,26,2.6,2607,163,50,4.3,50,4.3,82.4,5.2,11.7,4.3,5.9,3.7,1286,185,71.4,8.5,66,8.7,5.4,3.2,28.6,8.5,21.2,7.9,7.4,5.1,25,(X),24.3,(X),26.4,(X),10472,121131,15618,61083,112764,-,**,86250,67939,-,**,58750,20268,29917,241734,90298,59364,122722,14938,"2,500-",***,132750,22366,130401,13161,65938,12536,156835,12130,165227,31893,147898,22585,170924,22434,60093,34666,95000,91965,51356,6873,47000,9940,43631,9133,91375,55315,73432,2876,71964,9982,117802,77068,(X),(X),(X),(X),(X),(X),"River Forest village, Illinois"
1600000US1764343,49524,3964,175,87.2,3.6,0.2,0.3,0,0.8,2.6,1.6,0,0.8,8.6,3.1,1.4,1.1,15,4.1,81.8,4.3,3.1,2.5,39.1,4.8,33.9,4.5,23.8,3.1,2583,151,42.1,6.3,57.9,6.3,69.8,6.9,19,5.2,11.3,5.4,1381,234,51.8,7.6,44.4,7.9,7.4,5.4,48.2,7.6,37.3,9.2,10.9,6.8,39.7,(X),39.6,(X),38.5,(X),5453,49118,6453,-,**,-,**,45987,71519,-,**,57621,14585,39412,24951,46591,8993,50745,4940,27300,50375,55909,6637,56589,7221,32784,5112,56330,3785,55390,5017,58008,8883,60660,6612,40865,13358,55739,21723,32973,5546,28320,6857,26674,6234,60172,44665,35946,4899,36453,7028,34617,85050,(X),(X),(X),(X),(X),(X),"River Grove village, Illinois"
1600000US1764421,86875,3256,139,90.3,4.4,0.5,0.8,0.3,0.4,2.9,1.7,0,1,4.7,3.4,1.4,1.9,9.6,4.6,85.6,5.2,2.5,2.1,27.2,3.4,45.1,3.2,25.2,2.7,2330,135,52.7,5.4,47.3,5.4,87.9,5.3,8.1,4,4.1,3.5,926,192,57.2,11,46.9,10.2,10.4,7.1,42.8,11,34.3,10.3,8.4,7.8,29.7,(X),31,(X),26.5,(X),7201,86885,7297,-,**,-,**,111071,12405,-,**,74559,393724,18947,826,74301,99085,90017,8458,30365,29808,90083,10575,113648,10820,58090,7214,107556,10450,120139,38162,86719,15828,114982,9567,46458,29933,51250,64685,55521,18190,55729,19129,44271,22561,59712,10204,55313,32638,46071,25470,143438,109022,(X),(X),(X),(X),(X),(X),"Riverside village, Illinois"
1600000US1764486,58250,1438,138,99.5,0.9,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0.5,0.9,0.5,0.9,99.5,0.9,0,2.2,37.2,8.6,45.7,8.2,17.1,6.4,1058,106,44,10.6,56,10.6,66.4,11.7,23.3,10,10.3,9.8,380,162,32.1,16.5,29.5,16.2,2.6,4.2,67.9,16.5,59.7,19,8.2,9.5,25.4,(X),26.6,(X),22.1,(X),7952,57958,8054,-,**,-,**,-,**,-,**,-,**,-,**,-,**,57958,8054,-,**,66827,13588,58917,11301,41875,18891,62156,7158,63819,26616,61859,4879,72673,10190,24268,16973,72625,20634,36765,9269,16875,11910,16094,7531,-,**,43421,13696,43388,13037,75078,83206,(X),(X),(X),(X),(X),(X),"Riverton village, Illinois"
1600000US1764538,171979,1347,113,95.8,3.1,0,2.4,0,2.4,4.2,3.1,0,2.4,0,2.4,0,2.4,0,2.4,95.8,3.1,0,2.4,20.8,6.1,52.2,8,27,7.2,1248,114,33.2,7.2,66.8,7.2,100,2.6,0,2.6,0,2.6,99,62,58.6,22.6,55.6,22.9,3,7.3,41.4,22.6,41.4,22.6,0,27.4,33.9,(X),34.9,(X),21.2,(X),45208,180662,42624,-,**,-,**,139423,134922,-,**,-,**,-,**,-,**,180662,42624,-,**,210313,29982,181544,47693,92222,79016,176250,51481,223333,40840,157963,79435,176250,51481,-,**,-,**,131250,120225,123462,161663,123173,181015,"250,000+",***,183359,91456,183359,91724,-,**,(X),(X),(X),(X),(X),(X),"Riverwoods village, Illinois"
1600000US1764590,61250,819,100,97.6,2.8,0,3.9,0,3.9,0,3.9,0.4,0.7,0,3.9,2.1,2.6,2.1,2.6,97.2,2.9,6,4.4,33.2,5.8,32,5.7,28.8,5.8,588,79,47.1,6.7,52.9,6.7,83.7,5.6,11.7,5,4.6,3.6,231,61,58.9,11.2,58.9,11.2,0,13.1,41.1,11.2,39.8,11,1.3,2.4,22.5,(X),20.1,(X),28.6,(X),10895,62250,8391,-,**,-,**,-,**,-,**,-,**,34018,1292,33482,13906,62400,8203,82083,84561,67500,15869,68889,8407,35000,17161,69207,4911,73882,11374,67902,3962,74786,8394,29063,14912,36806,23799,32625,11110,23676,4949,23676,4949,-,**,41607,24835,41071,27265,-,**,(X),(X),(X),(X),(X),(X),"Roanoke village, Illinois"
1600000US1764616,22481,1886,215,2.8,2.9,96.7,3,0,1.7,0,1.7,0,1.7,0.5,0.8,0,1.7,1.2,1.4,2.1,2.6,3.8,3.7,22.3,7.3,35.1,7.2,38.9,6.5,1117,134,40.9,10.5,59.1,10.5,29.7,9.2,57.3,10.2,13,6.2,769,205,46.6,12.6,40.4,12.5,6.1,7.3,53.4,12.6,52.7,12.3,0.8,1.6,53,(X),57.3,(X),46.8,(X),2687,42634,18204,22124,2589,-,**,-,**,-,**,-,**,-,**,34615,29649,43214,35735,10795,54775,15641,4407,36927,4907,20543,2807,29375,9997,13205,3201,40000,13432,62614,5402,20051,8326,24792,3128,15738,3108,19313,3759,17844,4824,56632,31755,14075,2493,13977,2458,-,**,(X),(X),(X),(X),(X),(X),"Robbins village, Illinois"
